fulfilment,saleschannel,shipservicelevel,category,size,qty,amount,shipcity,shipstate,b2b,Purchased_day,Purchased_month,rejected,Price_Pred
Merchant,Amazon.in,Standard,kurta,XS,1,329.0,BILASPUR,HIMACHAL PRADESH,False,22,4,not rejected,430.5791666666667
Merchant,Amazon.in,Standard,Western Dress,L,1,744.0,Pune,MAHARASHTRA,False,22,4,rejected,466.654
Merchant,Amazon.in,Standard,Western Dress,XL,1,885.0,KOTTAYAM,KERALA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Western Dress,S,1,885.0,PUNE,MAHARASHTRA,False,22,4,not rejected,421.02
Merchant,Amazon.in,Standard,kurta,XL,1,295.0,MATHURA,UTTAR PRADESH,False,22,4,not rejected,495.11
Merchant,Amazon.in,Standard,Set,M,1,1115.0,PATNA,BIHAR,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,L,1,449.0,KOLKATA,WEST BENGAL,False,22,4,not rejected,501.56
Merchant,Amazon.in,Standard,Top,M,1,433.0,Bengaluru,KARNATAKA,False,22,4,not rejected,752.61
Merchant,Amazon.in,Standard,kurta,L,1,316.0,MATHURA,UTTAR PRADESH,False,22,4,not rejected,427.68333333333334
Merchant,Amazon.in,Standard,kurta,S,1,475.0,MUMBAI,MAHARASHTRA,False,22,4,not rejected,466.18575
Merchant,Amazon.in,Standard,kurta,L,1,299.0,MATHURA,UTTAR PRADESH,False,22,4,not rejected,792.2
Merchant,Amazon.in,Standard,Set,XL,1,725.0,DEHRADUN,UTTARAKHAND,False,22,4,not rejected,885.5473333333334
Merchant,Amazon.in,Standard,kurta,M,1,399.0,VASCO DA GAMA,GOA,False,22,4,not rejected,509.82
Merchant,Amazon.in,Standard,Set,XXL,0,1005.36,Ghazipur,UTTAR PRADESH,False,22,4,rejected,464.3
Merchant,Amazon.in,Standard,Set,S,1,1115.0,NOIDA,UTTAR PRADESH,False,22,4,not rejected,518.67
Merchant,Amazon.in,Standard,Set,M,1,654.0,Mumbai,MAHARASHTRA,False,22,4,not rejected,379.3644047619047
Merchant,Amazon.in,Standard,Set,M,1,1149.0,KANPUR,UTTAR PRADESH,False,22,4,not rejected,442.4480000000001
Merchant,Amazon.in,Standard,Set,S,1,968.0,NAGPUR,MAHARASHTRA,False,22,4,not rejected,821.5
Merchant,Amazon.in,Standard,kurta,M,1,399.0,BENGALURU,KARNATAKA,False,22,4,not rejected,864.9866666666667
Merchant,Amazon.in,Standard,Top,M,1,599.0,GURUGRAM,HARYANA,False,22,4,not rejected,573.67
Merchant,Amazon.in,Standard,kurta,XL,1,495.0,BENGALURU,KARNATAKA,False,22,4,not rejected,444.7873333333333
Merchant,Amazon.in,Standard,Top,XS,1,359.0,AHMEDABAD,Gujarat,False,22,4,rejected,665.0
Amazon,Amazon.in,Expedited,kurta,XXL,0,665.1355519636998,HYDERABAD,TELANGANA,False,22,4,rejected,470.47
Merchant,Amazon.in,Standard,kurta,L,1,459.0,NANDED,MAHARASHTRA,False,22,4,not rejected,866.186
Merchant,Amazon.in,Standard,Set,S,1,737.0,MOHALI,PUNJAB,False,22,4,not rejected,652.09
Merchant,Amazon.in,Standard,Set,XXL,1,1099.0,JALANDHAR,PUNJAB,True,22,4,not rejected,724.16
Merchant,Amazon.in,Standard,kurta,S,0,463.8,SURAT,Gujarat,False,22,4,rejected,855.9066666666668
Merchant,Amazon.in,Standard,Top,M,1,568.0,JHABRERA,UTTARAKHAND,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,M,1,888.0,Wayanad,KERALA,False,22,4,not rejected,788.7229999999998
Merchant,Amazon.in,Standard,kurta,S,1,399.0,BENGALURU,KARNATAKA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,M,0,845.71,Wayanad,KERALA,False,22,4,rejected,663.8475
Merchant,Amazon.in,Standard,Top,M,1,469.0,BENGALURU,KARNATAKA,False,22,4,not rejected,397.09
Merchant,Amazon.in,Standard,kurta,L,1,521.0,VARANASI,UTTAR PRADESH,False,22,4,not rejected,865.43
Amazon,Amazon.in,Expedited,kurta,M,0,665.1355519636998,Sindri Dhanbad,JHARKHAND,False,22,4,rejected,508.306
Merchant,Amazon.in,Standard,Set,XS,1,551.0,LUNAWADA,Gujarat,False,22,4,not rejected,543.07
Merchant,Amazon.in,Standard,Set,XS,0,568.57,BELTANGADI,KARNATAKA,False,22,4,rejected,411.0875
Amazon,Amazon.in,Expedited,kurta,XL,0,665.1355519636998,HYDERABAD,TELANGANA,False,22,4,rejected,687.9266666666666
Merchant,Amazon.in,Standard,Set,XL,0,427.62,HYDERABAD,TELANGANA,False,22,4,rejected,815.0925
Amazon,Amazon.in,Expedited,Set,XL,0,665.1355519636998,"Goregaon west, MUMBAI",MAHARASHTRA,False,22,4,rejected,875.680476190476
Merchant,Amazon.in,Standard,kurta,S,1,399.0,THIRUVANANTHAPURAM,KERALA,False,22,4,not rejected,745.41
Amazon,Amazon.in,Expedited,kurta,S,0,665.1355519636998,Ilkal,KARNATAKA,False,22,4,rejected,659.3466666666666
Merchant,Amazon.in,Standard,kurta,L,1,249.0,HYDERABAD,TELANGANA,False,22,4,not rejected,736.2283333333335
Merchant,Amazon.in,Standard,kurta,XXL,0,665.1355519636998,Panvel,MAHARASHTRA,False,22,4,rejected,458.45666666666665
Merchant,Amazon.in,Standard,Set,M,0,665.1355519636998,ROURKELA,ODISHA,False,22,4,rejected,458.88
Merchant,Amazon.in,Standard,kurta,S,0,380.0,NEW DELHI,DELHI,False,22,4,rejected,863.4216666666666
Merchant,Amazon.in,Standard,kurta,XXL,0,665.1355519636998,Panvel,MAHARASHTRA,False,22,4,rejected,550.71
Merchant,Amazon.in,Standard,kurta,L,1,295.0,BENGALURU,KARNATAKA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,M,1,654.0,BHIND,MADHYA PRADESH,False,22,4,not rejected,566.65
Merchant,Amazon.in,Standard,Set,M,1,654.0,GUWAHATI,ASSAM,False,22,4,not rejected,429.6423333333333
Amazon,Amazon.in,Expedited,Western Dress,XL,1,744.0,EDATHALA,KERALA,False,22,4,rejected,665.0
Amazon,Amazon.in,Expedited,Set,S,0,665.1355519636998,NOIDA,UTTAR PRADESH,False,22,4,rejected,774.6375
Merchant,Amazon.in,Standard,Set,S,1,455.0,Mangalore,KARNATAKA,False,22,4,not rejected,847.52
Merchant,Amazon.in,Standard,kurta,S,1,399.0,NEW DELHI,DELHI,False,22,4,rejected,684.55
Merchant,Amazon.in,Standard,kurta,XS,1,521.0,KODINAR,Gujarat,False,22,4,not rejected,844.6
Merchant,Amazon.in,Standard,Set,3XL,1,653.0,SECUNDERABAD,TELANGANA,False,22,4,not rejected,520.0816666666667
Merchant,Amazon.in,Standard,Western Dress,S,1,885.0,THANE West,MAHARASHTRA,False,22,4,not rejected,780.3933333333334
Amazon,Amazon.in,Expedited,kurta,XS,1,521.0,KODINAR,Gujarat,False,22,4,rejected,488.535
Amazon,Amazon.in,Expedited,kurta,L,0,665.1355519636998,HYDERABAD,TELANGANA,False,22,4,rejected,714.53
Merchant,Amazon.in,Standard,Set,XXL,1,654.0,MUMBAI,MAHARASHTRA,False,22,4,not rejected,760.44
Merchant,Amazon.in,Standard,kurta,3XL,1,399.0,JAIPUR,RAJASTHAN,False,22,4,not rejected,665.0
Amazon,Amazon.in,Expedited,kurta,XS,1,349.0,SHILLONG,MEGHALAYA,False,22,4,rejected,567.29
Merchant,Amazon.in,Standard,Set,XS,0,568.57,GHAZIABAD,UTTAR PRADESH,False,22,4,rejected,713.31
Amazon,Amazon.in,Expedited,Set,XS,1,597.0,Mumbai,MAHARASHTRA,False,22,4,rejected,758.8
Merchant,Amazon.in,Standard,kurta,M,1,458.0,SATHUPALLY,TELANGANA,False,22,4,not rejected,383.96
Merchant,Amazon.in,Standard,kurta,XL,1,495.0,Mumbai,MAHARASHTRA,False,22,4,not rejected,801.39
Merchant,Amazon.in,Standard,kurta,S,1,389.0,JALANDHAR,PUNJAB,True,22,4,not rejected,761.8803333333333
Merchant,Amazon.in,Standard,kurta,L,1,363.0,Tirunelvelli Dist,TAMIL NADU,False,22,4,not rejected,423.34
Merchant,Amazon.in,Standard,Western Dress,XXL,1,885.0,SECUNDERABAD,TELANGANA,False,22,4,rejected,500.23
Amazon,Amazon.in,Expedited,kurta,S,0,665.1355519636998,GUWAHATI,ASSAM,False,22,4,rejected,438.7766666666667
Merchant,Amazon.in,Standard,Ethnic Dress,XL,0,753.33,MANDI,HIMACHAL PRADESH,False,22,4,rejected,752.69
Merchant,Amazon.in,Standard,kurta,XL,0,380.0,Ottapalam,KERALA,False,22,4,rejected,737.1866666666667
Merchant,Amazon.in,Standard,Western Dress,S,1,885.0,NEW DELHI,DELHI,False,22,4,not rejected,474.70916666666665
Merchant,Amazon.in,Standard,kurta,XL,0,380.0,Ottapalam,KERALA,False,22,4,rejected,665.0
Amazon,Amazon.in,Expedited,Set,M,0,665.1355519636998,GANDHINAGAR,Gujarat,False,22,4,rejected,516.41
Merchant,Amazon.in,Standard,Set,L,1,631.0,BHILAI,CHHATTISGARH,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,XL,0,543.81,PUNE,MAHARASHTRA,False,22,4,rejected,693.3266666666666
Merchant,Amazon.in,Standard,Set,M,1,759.0,NAVI MUMBAI,MAHARASHTRA,False,22,4,not rejected,665.0
Amazon,Amazon.in,Expedited,kurta,XXL,1,518.0,PALAKKAD,KERALA,False,22,4,rejected,888.42
Merchant,Amazon.in,Standard,Set,L,1,824.0,PUNNAPARA,KERALA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,L,1,696.0,GOKAVARAM,ANDHRA PRADESH,False,22,4,not rejected,665.0
Amazon,Amazon.in,Expedited,kurta,XXL,0,665.1355519636998,PALAKKAD,KERALA,False,22,4,rejected,487.73
Merchant,Amazon.in,Standard,kurta,L,1,665.1355519636998,Nagpur,MAHARASHTRA,False,22,4,not rejected,620.1
Amazon,Amazon.in,Expedited,Set,XS,0,665.1355519636998,Pathankot,PUNJAB,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,3XL,1,1115.0,GANDHINAGAR,Gujarat,False,22,4,not rejected,665.0
Amazon,Amazon.in,Expedited,kurta,XXL,1,518.0,PALAKKAD,KERALA,False,22,4,rejected,771.1766666666668
Merchant,Amazon.in,Standard,Set,L,1,696.0,LUCKNOW,UTTAR PRADESH,False,22,4,not rejected,712.8284285714285
Merchant,Amazon.in,Standard,Set,XXL,1,525.0,Rajgurunagar Khed,MAHARASHTRA,False,22,4,not rejected,413.4666666666667
Merchant,Amazon.in,Standard,Set,3XL,1,635.0,BENGALURU,KARNATAKA,False,22,4,not rejected,736.74
Merchant,Amazon.in,Standard,Western Dress,L,0,665.1355519636998,Mumbai,MAHARASHTRA,False,22,4,rejected,502.52
Merchant,Amazon.in,Standard,kurta,M,1,499.0,Bijnor,UTTAR PRADESH,False,22,4,not rejected,711.4933333333335
Merchant,Amazon.in,Standard,Set,L,0,665.1355519636998,PATNA,BIHAR,False,22,4,rejected,665.0
Amazon,Amazon.in,Expedited,kurta,S,0,665.1355519636998,GURUGRAM,HARYANA,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,Blouse,L,1,493.0,GURUGRAM,HARYANA,False,22,4,not rejected,473.41
Merchant,Amazon.in,Standard,kurta,XXL,1,399.0,FARIDABAD,HARYANA,False,22,4,not rejected,735.78
Amazon,Amazon.in,Expedited,kurta,3XL,0,665.1355519636998,MADURAI,TAMIL NADU,False,22,4,rejected,489.08
Merchant,Amazon.in,Standard,Set,M,1,567.0,CHENNAI,TAMIL NADU,False,22,4,not rejected,825.23
Amazon,Amazon.in,Expedited,Set,M,0,665.1355519636998,HYDERABAD,TELANGANA,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,M,1,665.1355519636998,BENGALURU,KARNATAKA,False,22,4,not rejected,396.54666666666674
Merchant,Amazon.in,Standard,kurta,XXL,1,259.0,BUDAUN,UTTAR PRADESH,True,22,4,not rejected,447.4803571428572
Amazon,Amazon.in,Expedited,kurta,3XL,0,665.1355519636998,MADURAI,TAMIL NADU,False,22,4,rejected,455.83
Merchant,Amazon.in,Standard,kurta,L,0,700.95,PAVARATTY,KERALA,False,22,4,rejected,865.21
Merchant,Amazon.in,Standard,Set,XS,0,845.71,HYDERABAD,TELANGANA,False,22,4,rejected,893.66
Merchant,Amazon.in,Standard,kurta,XL,1,349.0,CHENNAI,TAMIL NADU,False,22,4,not rejected,737.14
Merchant,Amazon.in,Standard,kurta,M,0,471.43,BENGALURU,KARNATAKA,False,22,4,rejected,567.37
Merchant,Amazon.in,Standard,Set,XXL,1,922.0,HYDERABAD,TELANGANA,False,22,4,not rejected,680.22
Merchant,Amazon.in,Standard,kurta,M,1,459.0,BANASTHALI,RAJASTHAN,False,22,4,not rejected,491.09
Merchant,Amazon.in,Standard,kurta,XL,0,380.0,Ottapalam,KERALA,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,M,1,626.0,KALAMASSERY Ph no: 9074200347,KERALA,False,22,4,not rejected,446.52
Merchant,Amazon.in,Standard,kurta,XL,1,526.0,GHAZIPUR,UTTAR PRADESH,False,22,4,not rejected,961.5319999999998
Merchant,Amazon.in,Standard,Western Dress,XXL,1,690.0,GUWAHATI,ASSAM,False,22,4,not rejected,766.7086666666667
Merchant,Amazon.in,Standard,Set,S,1,597.0,JODHPUR,RAJASTHAN,False,22,4,rejected,445.95
Merchant,Amazon.in,Standard,Set,S,1,665.1355519636998,MUMBAI,MAHARASHTRA,False,22,4,not rejected,628.27
Merchant,Amazon.in,Standard,kurta,XL,0,380.0,Ottapalam,KERALA,False,22,4,rejected,372.03
Amazon,Amazon.in,Expedited,Set,M,0,665.1355519636998,NEW DELHI,DELHI,False,22,4,rejected,426.48966666666666
Merchant,Amazon.in,Standard,Set,L,0,665.1355519636998,THANE,MAHARASHTRA,False,22,4,rejected,723.7
Merchant,Amazon.in,Standard,Set,S,0,665.1355519636998,HYDERABAD,TELANGANA,False,22,4,rejected,560.18
Merchant,Amazon.in,Standard,Top,XL,1,487.0,IMPHAL,MANIPUR,False,22,4,not rejected,756.62
Merchant,Amazon.in,Standard,kurta,XL,1,291.0,Chennai,TAMIL NADU,False,22,4,not rejected,707.59
Merchant,Amazon.in,Standard,Western Dress,M,1,744.0,BENGALURU,KARNATAKA,False,22,4,not rejected,965.684
Amazon,Amazon.in,Expedited,kurta,XL,0,665.1355519636998,Panvel,MAHARASHTRA,False,22,4,rejected,783.85
Merchant,Amazon.in,Standard,Western Dress,S,1,885.0,PUNE,MAHARASHTRA,False,22,4,not rejected,490.42
Amazon,Amazon.in,Expedited,Set,XL,0,665.1355519636998,BASAVANA BAGEVADI,KARNATAKA,False,22,4,rejected,499.5601666666667
Merchant,Amazon.in,Standard,kurta,XL,1,459.0,MUMBAI,MAHARASHTRA,False,22,4,not rejected,524.91
Merchant,Amazon.in,Standard,Set,S,1,715.0,LAKHISARAI,BIHAR,False,22,4,rejected,657.8
Merchant,Amazon.in,Standard,kurta,M,1,459.0,BARDOLI,Gujarat,False,22,4,not rejected,773.3016666666666
Merchant,Amazon.in,Standard,kurta,L,1,295.0,BENGALURU,KARNATAKA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,XS,1,597.0,GORAKHPUR,UTTAR PRADESH,False,22,4,not rejected,688.0
Amazon,Amazon.in,Expedited,kurta,M,1,353.0,HYDERABAD,TELANGANA,False,22,4,rejected,438.965
Amazon,Amazon.in,Expedited,kurta,L,1,429.0,HYDERABAD,TELANGANA,False,22,4,rejected,871.48
Merchant,Amazon.in,Standard,Set,XXL,1,692.0,PORT BLAIR,ANDAMAN & NICOBAR ,False,22,4,not rejected,454.384
Merchant,Amazon.in,Standard,Set,M,1,660.0,NEW DELHI,DELHI,False,22,4,not rejected,397.9908571428571
Merchant,Amazon.in,Standard,Set,M,1,759.0,BENGALURU,KARNATAKA,False,22,4,not rejected,592.116
Amazon,Amazon.in,Expedited,Set,L,0,665.1355519636998,LUCKNOW,UTTAR PRADESH,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,3XL,1,487.0,JAMSHEDPUR,JHARKHAND,False,22,4,not rejected,447.54571428571427
Merchant,Amazon.in,Standard,Set,XXL,1,654.0,PATNA,BIHAR,False,22,4,not rejected,810.1825
Merchant,Amazon.in,Standard,Set,M,1,654.0,NANDED WAGHALA,MAHARASHTRA,False,22,4,not rejected,680.69
Merchant,Amazon.in,Standard,Set,XXL,1,1126.0,GURUGRAM,HARYANA,False,22,4,not rejected,480.02333333333337
Amazon,Amazon.in,Expedited,Set,M,0,665.1355519636998,SECUNDERABAD,TELANGANA,False,22,4,rejected,742.08
Merchant,Amazon.in,Standard,Set,S,1,699.0,NEW DELHI,DELHI,False,22,4,not rejected,714.2957619047618
Amazon,Amazon.in,Expedited,Set,L,0,665.1355519636998,LUCKNOW,UTTAR PRADESH,False,22,4,rejected,513.71
Merchant,Amazon.in,Standard,Set,3XL,1,654.0,SURAT,Gujarat,False,22,4,not rejected,790.76
Merchant,Amazon.in,Standard,Set,XL,1,684.0,MUKTSAR,PUNJAB,False,22,4,not rejected,754.2466666666666
Merchant,Amazon.in,Standard,kurta,M,1,399.0,GURUGRAM,HARYANA,False,22,4,not rejected,707.2258333333335
Merchant,Amazon.in,Standard,kurta,L,1,318.0,VARKALA,KERALA,False,22,4,not rejected,898.7176666666667
Merchant,Amazon.in,Standard,Set,L,1,597.0,MUMBAI,MAHARASHTRA,False,22,4,not rejected,728.4333333333334
Amazon,Amazon.in,Expedited,Set,M,1,1112.0,GURUGRAM,HARYANA,False,22,4,rejected,530.1808333333333
Merchant,Amazon.in,Standard,Western Dress,XXL,1,690.0,Gurgaon,HARYANA,False,22,4,not rejected,514.21
Merchant,Amazon.in,Standard,kurta,S,1,399.0,DARYAPUR BANOSA,MAHARASHTRA,False,22,4,not rejected,630.3176428571428
Merchant,Amazon.in,Standard,kurta,S,1,499.0,KOZHIKODE,KERALA,False,22,4,not rejected,764.8496666666665
Merchant,Amazon.in,Standard,kurta,XL,1,318.0,DAPOLI,MAHARASHTRA,False,22,4,not rejected,348.795
Merchant,Amazon.in,Standard,Set,L,1,824.0,DANDELI(uttar kannada),KARNATAKA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,L,1,631.0,NUMALIGARH REFINERY TOWNSHIP,ASSAM,False,22,4,not rejected,759.285
Merchant,Amazon.in,Standard,kurta,L,1,487.0,KANPUR,UTTAR PRADESH,False,22,4,rejected,541.78
Merchant,Amazon.in,Standard,Set,S,0,701.9,MOHALI,PUNJAB,False,22,4,rejected,858.8500000000001
Merchant,Amazon.in,Standard,kurta,3XL,1,376.0,GREATER NOIDA west,UTTAR PRADESH,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Top,XXL,1,574.0,CHENNAI,TAMIL NADU,False,22,4,not rejected,419.25
Merchant,Amazon.in,Standard,Blouse,Free,1,383.0,HYDERABAD,TELANGANA,False,22,4,not rejected,389.44
Merchant,Amazon.in,Standard,Set,L,1,666.0,CHITTOOR,ANDHRA PRADESH,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,XS,1,654.0,GONDA,UTTAR PRADESH,False,22,4,not rejected,744.505
Merchant,Amazon.in,Standard,Set,L,1,549.0,MOHALI,PUNJAB,False,22,4,not rejected,808.08
Merchant,Amazon.in,Standard,kurta,M,1,399.0,GUWAHATI,ASSAM,False,22,4,not rejected,446.35
Amazon,Amazon.in,Expedited,Western Dress,3XL,1,744.0,PALAKKAD,KERALA,False,22,4,rejected,773.79
Amazon,Amazon.in,Expedited,Western Dress,3XL,1,690.0,PALAKKAD,KERALA,False,22,4,rejected,763.2661666666667
Merchant,Amazon.in,Standard,kurta,M,1,599.0,hyderabad,TELANGANA,False,22,4,not rejected,537.765
Merchant,Amazon.in,Standard,kurta,XL,0,437.14,MUMBAI,MAHARASHTRA,False,22,4,rejected,727.987261904762
Merchant,Amazon.in,Standard,kurta,XL,1,362.0,LUCKNOW,UTTAR PRADESH,False,22,4,not rejected,426.12199999999996
Merchant,Amazon.in,Standard,Set,L,1,725.0,HYDERABAD,TELANGANA,False,22,4,not rejected,466.74166666666673
Amazon,Amazon.in,Expedited,Top,XXL,1,487.0,DELHI,DELHI,False,22,4,rejected,458.60400000000004
Amazon,Amazon.in,Expedited,Top,M,1,568.0,DEHRADUN,UTTARAKHAND,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,Set,3XL,1,665.1355519636998,MUMBAI,MAHARASHTRA,False,22,4,not rejected,779.6344285714285
Merchant,Amazon.in,Standard,kurta,L,1,259.0,SIVAGANGA,TAMIL NADU,False,22,4,not rejected,509.51
Amazon,Amazon.in,Expedited,Set,S,0,665.1355519636998,PATNA,BIHAR,False,22,4,rejected,853.34
Merchant,Amazon.in,Standard,kurta,M,0,380.0,Sipajhar,ASSAM,False,22,4,rejected,413.4479523809524
Merchant,Amazon.in,Standard,Set,XS,1,751.0,NEW DELHI,DELHI,False,22,4,not rejected,422.7
Amazon,Amazon.in,Expedited,kurta,S,1,442.0,BANDIA,UTTARAKHAND,False,22,4,rejected,765.62
Amazon,Amazon.in,Expedited,kurta,L,1,666.0,Pune,MAHARASHTRA,False,22,4,rejected,415.35
Merchant,Amazon.in,Standard,Set,XXL,1,597.0,HYDERABAD,TELANGANA,False,22,4,rejected,712.4
Merchant,Amazon.in,Standard,kurta,XXL,0,463.81,VASAI VIRAR,MAHARASHTRA,False,22,4,rejected,505.115
Merchant,Amazon.in,Standard,kurta,S,1,399.0,PATODA,MAHARASHTRA,False,22,4,not rejected,661.38
Merchant,Amazon.in,Standard,kurta,S,1,549.0,SRINAGAR,JAMMU & KASHMIR,False,22,4,not rejected,493.96
Merchant,Amazon.in,Standard,kurta,S,1,399.0,THANE,MAHARASHTRA,False,22,4,not rejected,746.89
Merchant,Amazon.in,Standard,Set,XS,0,622.86,GONDA,UTTAR PRADESH,False,22,4,rejected,825.27
Merchant,Amazon.in,Standard,kurta,S,0,665.1355519636998,BENGALURU,KARNATAKA,False,22,4,rejected,665.0
Amazon,Amazon.in,Expedited,kurta,L,1,666.0,Pune,MAHARASHTRA,False,22,4,rejected,922.652619047619
Merchant,Amazon.in,Standard,kurta,L,1,549.0,CHENNAI,TAMIL NADU,False,22,4,not rejected,744.1139999999999
Amazon,Amazon.in,Expedited,kurta,XS,1,599.0,WARANGAL,TELANGANA,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,S,1,487.0,PANCHGANI,MAHARASHTRA,False,22,4,not rejected,950.74
Amazon,Amazon.in,Expedited,kurta,M,1,299.0,MAHMUDABAD,UTTAR PRADESH,False,22,4,rejected,764.92
Amazon,Amazon.in,Expedited,kurta,S,0,665.1355519636998,SRINAGAR,JAMMU & KASHMIR,False,22,4,rejected,417.9766666666667
Merchant,Amazon.in,Standard,kurta,S,0,665.1355519636998,SRINAGAR,JAMMU & KASHMIR,False,22,4,rejected,464.514
Merchant,Amazon.in,Standard,kurta,3XL,0,522.86,NEPANAGAR,MADHYA PRADESH,False,22,4,rejected,758.92
Merchant,Amazon.in,Standard,Set,XS,1,654.0,MAPUSA,GOA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,L,1,597.0,BENGALURU,KARNATAKA,False,22,4,not rejected,774.8786666666667
Amazon,Amazon.in,Expedited,kurta,XXL,0,665.1355519636998,CHENNAI,TAMIL NADU,False,22,4,rejected,419.0991666666667
Merchant,Amazon.in,Standard,Set,3XL,1,563.0,GURUGRAM,HARYANA,False,22,4,not rejected,800.14
Merchant,Amazon.in,Standard,kurta,XS,1,517.0,pamidi,ANDHRA PRADESH,False,22,4,not rejected,789.6533333333333
Merchant,Amazon.in,Standard,kurta,L,0,665.1355519636998,VARANASI,UTTAR PRADESH,False,22,4,rejected,471.5033333333333
Merchant,Amazon.in,Standard,kurta,XXL,1,299.0,PATNA,BIHAR,False,22,4,not rejected,728.95
Merchant,Amazon.in,Standard,kurta,XS,0,634.29,Pune,MAHARASHTRA,False,22,4,rejected,441.90580952380947
Merchant,Amazon.in,Standard,kurta,3XL,1,316.0,NASHIK,MAHARASHTRA,False,22,4,not rejected,718.1093333333333
Merchant,Amazon.in,Standard,kurta,3XL,0,300.95,NASHIK,MAHARASHTRA,False,22,4,rejected,665.0
Merchant,Amazon.in,Standard,kurta,L,1,459.0,IROOPARA,KERALA,False,22,4,not rejected,455.445
Merchant,Amazon.in,Standard,kurta,S,1,477.0,SAGAR,KARNATAKA,False,22,4,not rejected,640.91
Merchant,Amazon.in,Standard,Set,L,1,499.0,BENGALURU,KARNATAKA,False,22,4,not rejected,736.19
Merchant,Amazon.in,Standard,Set,M,1,771.0,OSMANABAD,MAHARASHTRA,False,22,4,not rejected,758.175
Merchant,Amazon.in,Standard,Set,M,1,1033.0,BARABANKI,UTTAR PRADESH,False,22,4,not rejected,529.05
Merchant,Amazon.in,Standard,kurta,M,1,499.0,Hyderabad,TELANGANA,False,22,4,not rejected,784.76
Merchant,Amazon.in,Standard,Set,3XL,1,1115.0,JAMMU,JAMMU & KASHMIR,False,22,4,not rejected,498.5665
Amazon,Amazon.in,Expedited,Set,XS,1,1112.0,KANHANGAD,KERALA,False,22,4,rejected,532.627
Merchant,Amazon.in,Standard,Set,M,1,613.0,HYDERABAD,TELANGANA,False,22,4,not rejected,439.9725000000001
Merchant,Amazon.in,Standard,Set,L,1,1149.0,MUMBAI,MAHARASHTRA,False,22,4,not rejected,549.54
Merchant,Amazon.in,Standard,kurta,S,1,562.0,JORHAT,ASSAM,False,22,4,not rejected,526.38
Merchant,Amazon.in,Standard,Set,L,0,647.62,MUVATTUPUZHA,KERALA,False,22,4,rejected,756.9051190476191
Merchant,Amazon.in,Standard,kurta,S,1,459.0,HOOVINA HADAGALLI,KARNATAKA,False,22,4,not rejected,818.8758333333334
Amazon,Amazon.in,Expedited,Set,L,0,665.1355519636998,MUMBAI,MAHARASHTRA,False,22,4,rejected,650.1450000000001
Merchant,Amazon.in,Standard,Top,M,1,518.0,CHENNAI,TAMIL NADU,False,22,4,not rejected,709.57
Merchant,Amazon.in,Standard,kurta,XXL,1,376.0,NEW DELHI,DELHI,False,22,4,not rejected,691.6245000000001
Merchant,Amazon.in,Standard,kurta,M,1,399.0,HYDERABAD,TELANGANA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,Set,M,1,1115.0,PUNE,MAHARASHTRA,False,22,4,rejected,757.5416666666665
Merchant,Amazon.in,Standard,kurta,XXL,1,399.0,GURUGRAM,HARYANA,False,22,4,not rejected,739.2275
Merchant,Amazon.in,Standard,Set,XS,1,599.0,NASHIK,MAHARASHTRA,False,22,4,not rejected,700.66
Merchant,Amazon.in,Standard,Western Dress,3XL,1,899.0,HYDERABAD,TELANGANA,False,22,4,not rejected,638.96
Merchant,Amazon.in,Standard,Set,M,1,571.0,RANCHI,JHARKHAND,False,22,4,rejected,717.4214999999999
Merchant,Amazon.in,Standard,Set,XXL,1,597.0,AHMEDABAD,Gujarat,False,22,4,not rejected,763.4601904761905
Merchant,Amazon.in,Standard,Set,L,0,662.86,GHAZIABAD,UTTAR PRADESH,False,22,4,rejected,761.1616666666665
Merchant,Amazon.in,Standard,kurta,M,1,249.0,"Goregaon - East, Mumbai",MAHARASHTRA,False,22,4,not rejected,428.31
Amazon,Amazon.in,Expedited,kurta,XXL,1,517.0,JHAJJAR,HARYANA,False,22,4,rejected,671.51
Merchant,Amazon.in,Standard,Set,M,1,474.0,PANAJI,GOA,False,22,4,not rejected,665.0
Merchant,Amazon.in,Standard,kurta,L,1,495.0,THRISSUR,KERALA,False,22,4,not rejected,349.26
